veckonummer,Kommun_stadsdel,tot_antal_fall_per10000inv,antal_fall_per10000_inv,tot_antal_fall,nya_fall_vecka
28,Stockholm Hägersten-Liljeholmen,78,1,715,13
28,Stockholm Hässelby-Vällingby,84,2,645,17
28,Stockholm - Kungsholmen,85,4,605,25
28,Storfors,,,<15,<15
28,Storuman,,,<15,<15
28,Strängnäs,42,1,154,3
28,Strömstad,20,1,26,1
28,Strömsund,15,0,17,0
28,Sundbyberg,91,2,479,10
28,Sundsvall,87,8,866,79
28,Sunne,27,0,36,0
28,Surahammar,56,1,57,1
28,Svalöv,,,<15,<15
28,Svedala,16,0,35,1
28,Svenljunga,68,1,73,1
28,Säffle,13,0,20,0
28,Säter,50,3,56,3
28,Sävsjö,49,2,57,2
28,Söderhamn,118,11,303,28
28,Söderköping,62,0,91,0
28,Södertälje,111,3,1101,30
28,Sölvesborg,10,2,18,3
28,Tanum,29,0,37,0
28,Tibro,141,0,158,0
28,Tidaholm,98,1,126,1
28,Tierp,58,0,122,1
28,Timrå,110,4,198,8
28,Tingsryd,78,0,97,0
28,Tjörn,36,0,58,0
28,Tomelilla,,,<15,<15
28,Torsby,36,2,42,2
28,Torsås,44,1,31,1
28,Tranemo,98,7,117,8
28,Tranås,65,4,123,7
28,Trelleborg,27,1,124,3
28,Trollhättan,94,2,555,12
28,Trosa,60,2,83,3
28,Tyresö,92,2,445,10
28,Täby,64,1,463,8
28,Töreboda,185,2,172,2
28,Uddevalla,67,1,380,5
28,Ulricehamn,100,0,246,0
28,Umeå,28,1,361,9
28,Upplands Väsby,97,1,454,5
28,Upplands-Bro,64,2,189,7
28,Uppsala,106,2,2437,44
28,Uppvidinge,31,0,30,0
28,Vadstena,88,4,65,3
28,Vaggeryd,88,4,126,5
28,Valdemarsvik,93,0,73,0
28,Vallentuna,45,2,154,7
28,Vansbro,57,1,39,1
28,Vara,43,1,69,1
28,Varberg,67,2,433,13
28,Vaxholm,70,0,84,0
28,Vellinge,28,1,102,3
28,Vetlanda,76,3,209,7
28,Vilhelmina,,,<15,<15
28,Vimmerby,18,4,28,7
28,Vindeln,44,0,24,0
28,Vingåker,77,0,70,0
28,Vårgårda,89,3,105,4
28,Vänersborg,73,1,289,4
28,Vännäs,,,<15,<15
28,Värmdö,75,1,336,3
28,Värnamo,86,3,298,12
28,Västervik,28,1,102,5
28,Västerås,102,4,1575,60
28,Växjö,45,1,428,12
28,Ydre,,,<15,<15
28,Ystad,8,0,24,0
28,Åmål,55,1,69,1
28,Ånge,44,5,41,5
28,Åre,110,2,129,2
28,Årjäng,,,<15,<15
28,Åsele,,,<15,<15
28,Åstorp,18,1,29,2
28,Åtvidaberg,70,2,81,2
28,Älmhult,53,3,94,6
28,Älvdalen,,,<15,<15
28,Älvkarleby,62,1,59,1
28,Älvsbyn,,,<15,<15
28,Ängelholm,21,1,90,5
28,Öckerö,97,2,125,2
28,Ödeshög,37,6,20,3
28,Örebro,93,2,1448,35
28,Örkelljunga,,,<15,<15
28,Örnsköldsvik,24,2,133,10
28,Östersund,85,1,544,8
28,Österåker,64,2,290,10
28,Östhammar,64,1,143,2
28,Östra Göinge,19,0,28,0
28,Överkalix,,,<15,<15
28,Övertorneå,56,2,24,1
29,Ale,74,1,233,4
29,Alingsås,96,2,399,9
29,Alvesta,86,3,174,6
29,Aneby,111,0,76,0
29,Arboga,65,3,91,4
29,Arjeplog,,,<15,<15
29,Arvidsjaur,,,<15,<15
29,Arvika,36,0,93,0
29,Askersund,62,2,71,2
29,Avesta,38,1,89,2
29,Bengtsfors,41,1,40,1
29,Berg,96,1,68,1
29,Bjurholm,,,<15,<15
29,Bjuv,17,0,27,0
29,Boden,50,1,140,4
29,Bollebygd,78,3,74,3
29,Bollnäs,82,2,220,5
29,Borgholm,32,0,35,0
29,Borlänge,97,2,512,13
29,Borås,118,2,1331,23
29,Botkyrka,105,3,990,27
29,Boxholm,69,0,38,0
29,Bromölla,16,0,20,0
29,Bräcke,168,2,106,1
29,Burlöv,37,0,70,0
29,Båstad,27,1,41,1
29,Dals-Ed,,,<15,<15
29,Danderyd,73,2,240,8
29,Degerfors,110,0,106,0
29,Dorotea,,,<15,<15
29,Eda,,,<15,<15
29,Ekerö,54,1,154,4
29,Eksjö,89,1,158,1
29,Emmaboda,,,<15,<15
29,Enköping,75,2,339,10
29,Eskilstuna,98,3,1050,35
29,Eslöv,13,0,44,0
29,Essunga,53,2,30,1
29,Fagersta,48,1,64,2
29,Falkenberg,53,2,240,10
29,Falköping,48,2,161,6
29,Falun,99,2,586,11
29,Filipstad,70,0,74,0
29,Finspång,78,0,170,0
29,Flen,72,1,120,2
29,Forshaga,33,0,38,0
29,Färgelanda,53,3,35,2
29,Gagnef,85,0,88,0
29,Gislaved,177,6,530,19
29,Gnesta,73,1,83,1
29,Gnosjö,146,0,142,0
29,Gotland,30,2,182,12
29,Grums,38,0,34,0
29,Grästorp,54,0,31,0
29,Gullspång,47,0,25,0
29,Gällivare,333,6,583,11
29,Gävle,98,3,1008,32
29,Göteborg Örgryte-Härlanda,118,2,725,15
29,Göteborg Västra Hisingen,87,2,498,14
29,Gbg Angered,142,2,771,10
29,Göteborg Centrum,101,2,650,10
29,Göteborg Norra Hisingen,110,3,570,17
29,Göteborg Västra Göteborg,104,4,559,21
29,Göteborg Majorna-Linné,98,1,631,6
29,Göteborg Lundby,113,1,620,7
29,Göteborg Östra Göteborg,133,3,690,16
29,Göteborg Askim-Frölunda-Högsbo,94,2,603,11
29,Götene,29,1,38,1
29,Habo,72,0,89,0
29,Hagfors,36,0,42,0
29,Hallsberg,58,1,92,1
29,Hallstahammar,86,5,141,8
29,Halmstad,39,1,404,11
29,Hammarö,30,0,49,0
29,Haninge,80,2,741,14
29,Haparanda,,,<15,<15
29,Heby,51,2,71,3
29,Hedemora,41,1,63,2
29,Helsingborg,48,1,705,20
29,Herrljunga,68,1,64,1
29,Hjo,48,1,44,1
29,Hofors,99,2,95,2
29,Huddinge,96,2,1083,19
29,Hudiksvall,120,3,450,10
29,Hultsfred,20,1,28,2
29,Hylte,40,0,43,0
29,Håbo,54,0,119,0
29,Hällefors,110,1,77,1
29,Härjedalen,85,2,86,2
29,Härnösand,40,0,101,1
29,Härryda,78,1,297,3
29,Hässleholm,33,2,171,8
29,Höganäs,37,2,100,5
29,Högsby,27,0,16,0
29,Hörby,16,0,25,0
29,Höör,13,1,22,1
29,Jokkmokk,37,0,18,0
29,Järfälla,88,2,704,14
29,Jönköping,157,4,2220,50
29,Kalix,43,1,68,1
29,Kalmar,39,0,273,0
29,Karlsborg,37,1,26,1
29,Karlshamn,14,1,45,4
29,Karlskoga,68,1,206,2
29,Karlskrona,51,0,343,2
29,Karlstad,40,0,379,4
29,Katrineholm,81,1,282,2
29,Kil,20,0,24,0
29,Kinda,79,0,79,0
29,Kiruna,95,5,217,11
29,Klippan,12,0,21,0
29,Knivsta,65,1,123,1
29,Kramfors,74,1,136,1
29,Kristianstad,13,1,108,7
29,Kristinehamn,47,0,113,1
29,Krokom,62,1,93,1
29,Kumla,83,1,180,2
29,Kungsbacka,52,1,440,7
29,Kungsör,76,1,66,1
29,Kungälv,78,1,363,5
29,Kävlinge,12,1,38,3
29,Köping,81,3,213,9
29,Laholm,57,0,148,0
29,Landskrona,16,1,74,3
29,Laxå,93,0,53,0
29,Lekeberg,44,2,36,2
29,Leksand,51,2,81,3
29,Lerum,96,1,408,4
29,Lessebo,34,1,30,1
29,Lidingö,89,1,426,7
29,Lidköping,75,3,301,11
29,Lilla Edet,67,4,94,6
29,Lindesberg,39,1,91,2
29,Linköping,76,1,1241,18
29,Ljungby,47,0,134,1
29,Ljusdal,63,2,119,3
29,Ljusnarsberg,,,<15,<15
29,Lomma,17,0,41,0
29,Ludvika,43,0,116,0
29,Luleå,29,0,229,3
29,Lund,24,2,303,19
29,Lycksele,,,<15,<15
29,Lysekil,43,3,62,4
29,Malmö Västra Innerstaden,25,1,90,4
29,Malmö Rosengård,36,3,85,6
29,Malmö Husie,31,4,73,9
29,Malmös kmn Kirseberg,26,2,42,4
29,Malmö Södra Innerstaden,26,3,97,10
29,Malmö Hyllie,29,1,114,2
29,Malmö Fosie,39,2,183,8
29,Malmö Centrum,29,2,163,9
29,Malmö Oxie,22,0,30,0
29,Malmö Limhamn-Bunkeflo,23,2,121,8
29,Malung,28,4,28,4
29,Malå,,,<15,<15
29,Mariestad,64,1,158,2
29,Mark,99,3,344,10
29,Markaryd,89,0,92,0
29,Mellerud,29,0,27,0
29,Mjölby,81,4,225,11
29,Mora,43,0,87,1
29,Motala,65,1,282,5
29,Mullsjö,70,10,51,7
29,Munkedal,43,2,45,2
29,Munkfors,217,0,81,0
29,Mölndal,90,2,623,16
29,Mönsterås,38,1,51,1
29,Mörbylånga,30,1,45,1
29,Nacka,86,2,900,17
29,Nora,30,0,32,0
29,Norberg,42,0,24,0
29,Nordanstig,77,4,73,4
29,Nordmaling,28,0,20,0
29,Norrköping,76,1,1094,16
29,Norrtälje,37,1,230,7
29,Norsjö,,,<15,<15
29,Nybro,31,0,63,0
29,Nykvarn,64,1,70,1
29,Nyköping,69,1,392,3
29,Nynäshamn,55,0,156,1
29,Nässjö,125,1,393,4
29,Ockelbo,110,2,65,1
29,Okänd,,,735,22
29,Olofström,16,1,21,1
29,Orsa,,,<15,<15
29,Orust,32,0,49,0
29,Osby,24,0,32,0
29,Oskarshamn,25,1,69,3
29,Ovanåker,94,0,110,0
29,Oxelösund,61,0,73,0
29,Pajala,36,2,22,1
29,Partille,113,1,445,2
29,Perstorp,,,<15,<15
29,Piteå,35,1,147,3
29,Ragunda,38,0,20,0
29,Robertsfors,52,0,35,0
29,Ronneby,20,0,59,1
29,Rättvik,37,3,40,3
29,Sala,105,0,240,0
29,Salem,93,1,156,1
29,Sandviken,116,4,457,16
29,Sigtuna,82,1,402,5
29,Simrishamn,,,<15,<15
29,Sjöbo,14,2,26,3
29,Skara,92,2,174,4
29,Skellefteå,35,1,256,4
29,Skinnskatteberg,,,<15,<15
29,Skurup,14,3,23,4
29,Skövde,105,2,591,10
29,Smedjebacken,48,0,52,0
29,Sollefteå,54,3,104,5
29,Sollentuna,80,2,589,15
29,Solna,87,2,714,15
29,Sorsele,,,<15,<15
29,Sotenäs,66,9,60,8
29,Staffanstorp,18,3,46,7
29,Stenungsund,47,1,127,2
29,Stockholm Farsta,104,1,620,6
29,Stockholm Älvsjö,100,2,315,5
29,Stockholm Hässelby-Vällingby,86,2,661,16
29,Stockholm Östermalm,79,2,621,16
29,Stockholm Södermalm,86,2,1122,22
29,Stockholm Skarpnäck,100,2,463,7
29,Stockholm Rinkeby-Kista,135,2,690,12
29,Skhlm Spånga-Tensta,111,3,431,12
29,Stockholm Bromma,83,1,670,10
29,Stockholm Norrmalm,95,2,698,18
29,Stockholms kommun Enskede-Årsta-Vantör,103,2,1060,20
29,Stockholm kommun Skärholmen,131,1,497,2
29,Stockholm - Kungsholmen,87,2,619,14
29,Stockholm Hägersten-Liljeholmen,79,2,729,14
29,Storfors,,,<15,<15
29,Storuman,,,<15,<15
29,Strängnäs,42,0,154,0
29,Strömstad,20,1,27,1
29,Strömsund,16,1,18,1
29,Sundbyberg,93,2,489,10
29,Sundsvall,92,5,916,50
29,Sunne,27,0,36,0
29,Surahammar,57,1,58,1
29,Svalöv,,,<15,<15
29,Svedala,16,0,36,1
29,Svenljunga,69,1,74,1
29,Säffle,13,0,20,0
29,Säter,55,5,61,5
29,Sävsjö,50,1,58,1
29,Söderhamn,124,6,319,16
29,Söderköping,65,3,95,4
29,Södertälje,113,2,1117,16
29,Sölvesborg,10,0,18,0
29,Tanum,32,3,41,4
29,Tibro,142,2,160,2
29,Tidaholm,99,1,127,1
29,Tierp,58,0,122,0
29,Timrå,112,2,202,4
29,Tingsryd,78,0,97,0
29,Tjörn,37,1,59,1
29,Tomelilla,,,<15,<15
29,Torsby,36,0,42,0
29,Torsås,44,0,31,0
29,Tranemo,98,0,117,0
29,Tranås,67,2,127,4
29,Trelleborg,28,0,126,2
29,Trollhättan,95,1,561,6
29,Trosa,61,1,84,1
29,Tyresö,94,2,453,8
29,Täby,66,1,473,10
29,Töreboda,186,1,173,1
29,Uddevalla,69,2,393,13
29,Ulricehamn,100,0,247,1
29,Umeå,29,1,376,15
29,Upplands Väsby,98,1,459,5
29,Upplands-Bro,70,6,206,17
29,Uppsala,108,2,2482,45
29,Uppvidinge,32,1,31,1
29,Vadstena,89,1,66,1
29,Vaggeryd,90,2,129,3
29,Valdemarsvik,94,1,74,1
29,Vallentuna,46,1,156,2
29,Vansbro,60,3,41,2
29,Vara,45,2,72,3
29,Varberg,68,1,437,4
29,Vaxholm,71,1,85,1
29,Vellinge,29,1,105,3
29,Vetlanda,77,1,211,2
29,Vilhelmina,,,<15,<15
29,Vimmerby,20,2,31,3
29,Vindeln,44,0,24,0
29,Vingåker,77,0,70,0
29,Vårgårda,92,3,109,4
29,Vänersborg,74,1,293,4
29,Vännäs,,,<15,<15
29,Värmdö,75,1,339,3
29,Värnamo,89,2,306,8
29,Västervik,29,1,105,3
29,Västerås,104,2,1599,24
29,Växjö,47,2,443,15
29,Ydre,,,<15,<15
29,Ystad,9,1,27,3
29,Åmål,59,4,74,5
29,Ånge,46,2,43,2
29,Åre,110,0,129,0
29,Årjäng,,,<15,<15
29,Åsele,,,<15,<15
29,Åstorp,19,1,30,1
29,Åtvidaberg,70,0,81,0
29,Älmhult,54,1,95,1
29,Älvdalen,,,<15,<15
29,Älvkarleby,65,2,61,2
29,Älvsbyn,,,<15,<15
29,Ängelholm,21,0,90,0
29,Öckerö,98,2,127,2
29,Ödeshög,37,0,20,0
29,Örebro,94,1,1467,19
29,Örkelljunga,,,<15,<15
29,Örnsköldsvik,25,1,138,5
29,Östersund,87,2,558,14
29,Österåker,65,1,296,6
29,Östhammar,64,0,143,0
29,Östra Göinge,19,1,29,1
29,Överkalix,,,<15,<15
29,Övertorneå,58,2,25,1
30,Ale,75,1,236,3
30,Alingsås,98,2,407,8
30,Alvesta,86,0,174,0
30,Aneby,112,1,77,1
30,Arboga,65,1,92,1
30,Arjeplog,,,<15,<15
30,Arvidsjaur,,,<15,<15
30,Arvika,36,0,94,1
30,Askersund,63,1,72,1
30,Avesta,40,2,93,4
30,Bengtsfors,42,1,41,1
30,Berg,98,1,69,1
30,Bjurholm,,,<15,<15
30,Bjuv,17,0,27,0
30,Boden,51,1,144,4
30,Bollebygd,78,0,74,0
30,Bollnäs,84,2,226,6
30,Borgholm,32,0,35,0
30,Borlänge,99,2,520,8
30,Borås,120,2,1354,23
30,Botkyrka,106,1,1002,12
30,Boxholm,69,0,38,0
30,Bromölla,18,2,23,3
30,Bräcke,168,0,106,0
30,Burlöv,38,1,72,2
30,Båstad,30,3,46,5
30,Dals-Ed,,,<15,<15
30,Danderyd,74,1,244,4
30,Degerfors,110,0,106,0
30,Dorotea,,,<15,<15
30,Eda,,,<15,<15
30,Ekerö,54,0,155,1
30,Eksjö,90,1,160,2
30,Emmaboda,,,<15,<15
30,Enköping,76,1,343,4
30,Eskilstuna,99,1,1057,7
30,Eslöv,14,1,46,2
30,Essunga,55,2,31,1
30,Fagersta,48,0,64,0
30,Falkenberg,54,1,245,5
30,Falköping,50,1,165,4
30,Falun,99,1,590,4
30,Filipstad,70,0,74,0
30,Finspång,79,1,173,3
30,Flen,72,0,120,0
30,Forshaga,33,0,38,0
30,Färgelanda,59,6,39,4
30,Gagnef,85,0,88,0
30,Gislaved,179,2,537,7
30,Gnesta,74,1,84,1
30,Gnosjö,149,3,145,3
30,Gotland,33,3,198,16
30,Grums,38,0,34,0
30,Grästorp,63,9,36,5
30,Gullspång,47,0,25,0
30,Gällivare,337,5,591,8
30,Gävle,100,1,1023,15
30,Göteborg Lundby,115,3,635,15
30,Göteborg Västra Hisingen,90,3,514,16
30,Göteborg Askim-Frölunda-Högsbo,97,3,622,19
30,Göteborg Norra Hisingen,111,1,576,6
30,Göteborg Centrum,104,3,667,17
30,Göteborg Örgryte-Härlanda,120,2,736,11
30,Göteborg Majorna-Linné,101,3,648,17
30,Göteborg Östra Göteborg,135,2,700,10
30,Göteborg Angered,143,1,777,6
30,Göteborg Västra Göteborg,107,3,576,17
30,Götene,30,1,39,1
30,Habo,72,0,89,0
30,Hagfors,36,0,42,0
30,Hallsberg,58,1,93,1
30,Hallstahammar,87,1,143,2
30,Halmstad,40,1,410,6
30,Hammarö,30,0,49,0
30,Haninge,81,1,750,9
30,Haparanda,,,<15,<15
30,Heby,51,1,72,1
30,Hedemora,41,1,64,1
30,Helsingborg,49,1,722,17
30,Herrljunga,68,0,64,0
30,Hjo,48,0,44,0
30,Hofors,101,2,97,2
30,Huddinge,98,2,1101,18
30,Hudiksvall,120,1,452,2
30,Hultsfred,21,1,30,2
30,Hylte,40,0,43,0
30,Håbo,55,1,121,2
30,Hällefors,111,1,78,1
30,Härjedalen,86,1,87,1
30,Härnösand,41,0,102,1
30,Härryda,80,1,302,5
30,Hässleholm,34,1,177,6
30,Höganäs,38,1,102,2
30,Högsby,27,0,16,0
30,Hörby,16,0,25,0
30,Höör,13,0,22,0
30,Jokkmokk,37,0,18,0
30,Järfälla,90,2,718,14
30,Jönköping,159,2,2250,30
30,Kalix,43,0,68,0
30,Kalmar,39,0,274,1
30,Karlsborg,37,0,26,0
30,Karlshamn,14,0,45,0
30,Karlskoga,68,0,206,0
30,Karlskrona,52,0,345,2
30,Karlstad,41,1,388,9
30,Katrineholm,81,0,283,1
30,Kil,20,0,24,0
30,Kinda,81,2,81,2
30,Kiruna,99,4,227,10
30,Klippan,12,1,22,1
30,Knivsta,66,1,125,2
30,Kramfors,75,1,138,2
30,Kristianstad,14,1,116,8
30,Kristinehamn,47,0,113,0
30,Krokom,63,1,94,1
30,Kumla,83,0,181,1
30,Kungsbacka,53,1,449,9
30,Kungsör,78,2,68,2
30,Kungälv,81,3,377,14
30,Kävlinge,12,0,39,1
30,Köping,82,1,216,3
30,Laholm,58,1,150,2
30,Landskrona,16,0,75,1
30,Laxå,93,0,53,0
30,Lekeberg,44,0,36,0
30,Leksand,51,0,81,0
30,Lerum,98,2,417,9
30,Lessebo,34,0,30,0
30,Lidingö,90,1,432,6
30,Lidköping,78,3,312,11
30,Lilla Edet,70,4,99,5
30,Lindesberg,39,0,92,1
30,Linköping,77,1,1252,11
30,Ljungby,47,0,134,0
30,Ljusdal,63,1,120,1
30,Ljusnarsberg,,,<15,<15
30,Lomma,17,1,43,2
30,Ludvika,44,1,118,2
30,Luleå,30,1,236,7
30,Lund,25,1,311,8
30,Lycksele,,,<15,<15
30,Lysekil,44,1,64,2
30,Malmös kmn Kirseberg,27,1,44,2
30,Malmö Centrum,30,1,169,6
30,Malmö Oxie,23,1,31,1
30,Malmö Husie,32,1,76,3
30,Malmö Limhamn-Bunkeflo,24,1,128,7
30,Malmö Fosie,42,2,194,11
30,Malmö Rosengård,38,2,89,4
30,Malmö Hyllie,30,1,117,3
30,Malmö Södra Innerstaden,27,1,100,3
30,Malmö Västra Innerstaden,26,0,91,1
30,Malung,28,0,28,0
30,Malå,,,<15,<15
30,Mariestad,65,0,159,1
30,Mark,100,1,347,3
30,Markaryd,89,0,92,0
30,Mellerud,32,3,30,3
30,Mjölby,82,1,227,2
30,Mora,43,0,88,1
30,Motala,65,0,283,1
30,Mullsjö,70,0,51,0
30,Munkedal,43,0,45,0
30,Munkfors,217,0,81,0
30,Mölndal,91,2,634,11
30,Mönsterås,38,0,51,0
30,Mörbylånga,30,1,46,1
30,Nacka,87,2,918,18
30,Nora,30,0,32,0
30,Norberg,44,2,25,1
30,Nordanstig,77,0,73,0
30,Nordmaling,28,0,20,0
30,Norrköping,77,0,1100,6
30,Norrtälje,38,2,241,11
30,Norsjö,,,<15,<15
30,Nybro,31,0,64,1
30,Nykvarn,64,1,71,1
30,Nyköping,70,1,396,4
30,Nynäshamn,55,0,156,0
30,Nässjö,126,1,396,3
30,Ockelbo,113,3,67,2
30,Okänd,,,764,29
30,Olofström,16,0,21,0
30,Orsa,,,<15,<15
30,Orust,32,0,49,0
30,Osby,25,1,33,1
30,Oskarshamn,26,1,71,2
30,Ovanåker,95,1,111,1
30,Oxelösund,61,0,73,0
30,Pajala,45,8,27,5
30,Partille,115,1,450,5
30,Perstorp,,,<15,<15
30,Piteå,35,1,150,3
30,Ragunda,38,0,20,0
30,Robertsfors,52,0,35,0
30,Ronneby,20,0,59,0
30,Rättvik,38,2,42,2
30,Sala,105,0,241,1
30,Salem,94,1,158,2
30,Sandviken,122,6,479,22
30,Sigtuna,83,1,405,3
30,Simrishamn,9,1,17,2
30,Sjöbo,14,1,27,1
30,Skara,92,0,174,0
30,Skellefteå,36,0,258,2
30,Skinnskatteberg,,,<15,<15
30,Skurup,15,1,24,1
30,Skövde,106,1,596,5
30,Smedjebacken,49,1,53,1
30,Sollefteå,56,2,107,3
30,Sollentuna,81,1,595,6
30,Solna,88,2,728,14
30,Sorsele,,,<15,<15
30,Sotenäs,74,8,67,7
30,Staffanstorp,20,2,50,4
30,Stenungsund,48,1,129,2
30,Stockholms kommun Enskede-Årsta-Vantör,104,1,1073,13
30,Stockholm Bromma,84,1,679,9
30,Stockholm Farsta,106,2,629,9
30,Stockholm Skarpnäck,101,1,469,6
30,Stockholm Norrmalm,97,2,711,13
30,Skhlm Spånga-Tensta,112,2,437,6
30,Stockholm Södermalm,88,2,1148,26
30,Stockholm kommun Skärholmen,133,1,502,5
30,Stockholm Östermalm,81,1,632,11
30,Stockholm Hägersten-Liljeholmen,82,2,750,21
30,Stockholm Hässelby-Vällingby,87,1,670,9
30,Stockholm - Kungsholmen,89,2,633,14
30,Stockholm Rinkeby-Kista,136,1,697,7
30,Stockholm Älvsjö,101,1,319,4
30,Storfors,,,<15,<15
30,Storuman,,,<15,<15
30,Strängnäs,43,1,157,3
30,Strömstad,23,2,30,3
30,Strömsund,16,0,18,0
30,Sundbyberg,94,1,495,6
30,Sundsvall,96,4,954,38
30,Sunne,29,2,38,2
30,Surahammar,61,4,62,4
30,Svalöv,,,<15,<15
30,Svedala,17,1,38,2
30,Svenljunga,70,1,75,1
30,Säffle,14,1,21,1
30,Säter,61,6,68,7
30,Sävsjö,51,2,60,2
30,Söderhamn,126,2,324,5
30,Söderköping,66,1,97,2
30,Södertälje,114,2,1132,15
30,Sölvesborg,11,1,19,1
30,Tanum,33,1,42,1
30,Tibro,142,0,160,0
30,Tidaholm,100,1,128,1
30,Tierp,58,0,123,1
30,Timrå,115,2,206,4
30,Tingsryd,78,0,97,0
30,Tjörn,37,1,60,1
30,Tomelilla,,,<15,<15
30,Torsby,36,0,42,0
30,Torsås,45,1,32,1
30,Tranemo,98,0,117,0
30,Tranås,67,0,127,0
30,Trelleborg,29,1,132,6
30,Trollhättan,97,2,575,14
30,Trosa,62,1,85,1
30,Tyresö,95,1,458,5
30,Täby,67,1,482,9
30,Töreboda,186,0,173,0
30,Uddevalla,71,2,405,12
30,Ulricehamn,101,0,248,1
30,Umeå,30,0,382,6
30,Upplands Väsby,99,0,461,2
30,Upplands-Bro,74,4,218,12
30,Uppsala,108,1,2502,20
30,Uppvidinge,32,0,31,0
30,Vadstena,89,0,66,0
30,Vaggeryd,93,3,133,4
30,Valdemarsvik,94,0,74,0
30,Vallentuna,46,0,157,1
30,Vansbro,60,0,41,0
30,Vara,50,5,80,8
30,Varberg,68,0,440,3
30,Vaxholm,71,0,85,0
30,Vellinge,29,1,108,3
30,Vetlanda,78,1,213,2
30,Vilhelmina,,,<15,<15
30,Vimmerby,24,4,37,6
30,Vindeln,44,0,24,0
30,Vingåker,77,0,70,0
30,Vårgårda,97,4,114,5
30,Vänersborg,76,2,299,6
30,Vännäs,,,<15,<15
30,Värmdö,76,1,344,5
30,Värnamo,91,2,314,8
30,Västervik,29,0,106,1
30,Västerås,105,1,1618,19
30,Växjö,49,1,457,14
30,Ydre,,,<15,<15
30,Ystad,9,1,29,2
30,Åmål,59,0,74,0
30,Ånge,48,2,45,2
30,Åre,111,1,130,1
30,Årjäng,,,<15,<15
30,Åsele,,,<15,<15
30,Åstorp,21,3,34,4
30,Åtvidaberg,70,0,81,0
30,Älmhult,56,2,99,4
30,Älvdalen,,,<15,<15
30,Älvkarleby,67,2,63,2
30,Älvsbyn,,,<15,<15
30,Ängelholm,23,2,98,8
30,Öckerö,100,2,129,2
30,Ödeshög,37,0,20,0
30,Örebro,96,1,1487,20
30,Örkelljunga,16,1,16,1
30,Örnsköldsvik,26,1,144,6
30,Östersund,90,2,573,15
30,Österåker,66,1,299,3
30,Östhammar,64,0,143,0
30,Östra Göinge,22,3,33,4
30,Överkalix,,,<15,<15
30,Övertorneå,58,0,25,0
